date,Close,High,Low,Open,Volume
12/9/1988,0.208592147,0.209656333,0.206463793,0.207527979,22305600
12/12/1988,0.201674446,0.208592216,0.201674446,0.207528047,38894400
12/13/1988,0.203270763,0.203270763,0.201142408,0.201142408,39168000
12/14/1988,0.205931783,0.207528053,0.202206536,0.203270723,28008000
12/15/1988,0.208592147,0.209656333,0.206463793,0.208592147,23198400
12/16/1988,0.21178484,0.213913195,0.207528147,0.207528147,51796800
12/19/1988,0.216042101,0.219234643,0.214977312,0.215510017,83534400
12/20/1988,0.21817033,0.223491205,0.217106162,0.218702414,92188800
12/21/1988,0.2224271,0.223491268,0.218170391,0.219234578,46440000
12/22/1988,0.221362889,0.225620218,0.220298721,0.223491243,74592000
12/23/1988,0.221362889,0.221362889,0.219234553,0.220298721,17121600
12/27/1988,0.220298812,0.223491335,0.220298812,0.22136298,30772800
12/28/1988,0.2224271,0.2224271,0.220298746,0.221362914,21268800
12/29/1988,0.226684436,0.227748604,0.22136292,0.22136292,38275200
12/30/1988,0.226684436,0.230941127,0.226684436,0.227748604,63820800
1/3/1989,0.228280738,0.22881284,0.22455551,0.227748654,51825600
1/4/1989,0.230941251,0.233601709,0.227748727,0.227748727,53899200
1/5/1989,0.227216512,0.233069473,0.226684428,0.233069473,47246400
1/6/1989,0.225620344,0.228812886,0.225620344,0.2277487,59054400
1/9/1989,0.223491386,0.226684549,0.221895133,0.225620362,46008000
1/10/1989,0.221362889,0.223491243,0.220298721,0.222427075,54129600
1/11/1989,0.223491386,0.223491386,0.219234693,0.220830946,48297600
1/12/1989,0.223491386,0.228812904,0.222427217,0.222427217,54590400
1/13/1989,0.225620344,0.226684531,0.223491368,0.223491368,35568000
1/16/1989,0.226152405,0.230409115,0.224555531,0.226684508,27532800
1/17/1989,0.21923466,0.225088244,0.218170474,0.224023455,41745600
1/18/1989,0.21923466,0.220298829,0.213913142,0.220298829,63633600
1/19/1989,0.227748737,0.228812924,0.222427236,0.222427236,84297600
1/20/1989,0.230409071,0.231473257,0.226684464,0.227748632,61027200
1/23/1989,0.225620344,0.229877055,0.22508826,0.229877055,52228800
1/24/1989,0.224555492,0.227748636,0.223491306,0.225620282,56217600
1/25/1989,0.225620344,0.226684531,0.223491368,0.225620344,49046400
1/26/1989,0.230941251,0.232005438,0.223491395,0.224023497,87134400
1/27/1989,0.235730648,0.240519443,0.228812895,0.230409148,166420800
1/30/1989,0.249033421,0.25009759,0.235198503,0.23626269,110088000
1/31/1989,0.253822744,0.256483182,0.249033331,0.251161685,125092800
2/1/1989,0.252225935,0.254354911,0.251161767,0.253290122,131212800
2/2/1989,0.25914377,0.268189896,0.252225999,0.253290185,180028800
2/3/1989,0.259675801,0.266061486,0.255419109,0.257547464,91324800
2/6/1989,0.257547528,0.259675865,0.254354985,0.258611696,87580800
2/7/1989,0.264465362,0.266061633,0.257547607,0.258079691,127094400
2/8/1989,0.266061574,0.272446641,0.261804242,0.263933219,133315200
2/9/1989,0.271382302,0.275639632,0.262868282,0.263933071,199036800
2/10/1989,0.263401091,0.270318241,0.262336302,0.268189886,129038400
2/13/1989,0.260739923,0.263933066,0.259675736,0.261804091,94075200
2/14/1989,0.256483287,0.264997327,0.255419118,0.263401057,62956800
2/15/1989,0.264997363,0.264997363,0.256483321,0.257547508,81936000
2/16/1989,0.267125666,0.270318189,0.260739981,0.26606148,61387200
2/17/1989,0.266061574,0.269254098,0.264997406,0.26818993,29692800
2/21/1989,0.262868404,0.267125736,0.261804218,0.264997381,33753600
2/22/1989,0.255419046,0.262868276,0.255419046,0.26180409,95515200
2/23/1989,0.257015377,0.258611648,0.252225962,0.256483293,75945600
2/24/1989,0.250097603,0.258611643,0.250097603,0.256483288,76017600
2/27/1989,0.254354894,0.256483249,0.249033396,0.250097564,68788800
2/28/1989,0.253290117,0.256483261,0.251161762,0.255419093,43444800
3/1/1989,0.252225935,0.256483266,0.252225935,0.255419098,59889600
3/2/1989,0.258611619,0.259675788,0.252225934,0.252225934,92304000
3/3/1989,0.262868404,0.263933194,0.257547525,0.258611694,68947200
3/6/1989,0.263933092,0.264997279,0.259675762,0.262868303,56635200
3/7/1989,0.227748737,0.255419205,0.226684568,0.254355018,788688000
3/8/1989,0.223491386,0.232005428,0.222959301,0.228812904,253612800
3/9/1989,0.220298812,0.224555522,0.219234643,0.224555522,123307200
3/10/1989,0.220298812,0.223491335,0.217106289,0.219234643,66902400
3/13/1989,0.224555492,0.224555492,0.220298783,0.221362951,60206400
3/14/1989,0.224555492,0.226684468,0.222427138,0.226684468,63720000
3/15/1989,0.213913172,0.224555571,0.213913172,0.224555571,104889600
3/16/1989,0.21817033,0.219234516,0.214977187,0.216041976,102888000
3/17/1989,0.197949842,0.214977282,0.195820866,0.213913095,245577600
3/20/1989,0.197949842,0.197949842,0.194756679,0.197417739,238996800
3/21/1989,0.212316871,0.212848955,0.196885681,0.199014036,224467200
3/22/1989,0.208592147,0.211784668,0.206463793,0.210720501,167025600
3/23/1989,0.213913172,0.213913172,0.207528125,0.207528125,87811200
3/27/1989,0.21178484,0.215510088,0.210720671,0.212849027,75542400
3/28/1989,0.21178484,0.214977382,0.209656502,0.213913195,70804800
3/29/1989,0.210720524,0.211784692,0.209656356,0.211784692,30009600
3/30/1989,0.212316871,0.212848955,0.209124329,0.211784768,46742400
3/31/1989,0.212316871,0.213913123,0.2107206,0.212848955,29736000
4/3/1989,0.213913172,0.216042149,0.211252733,0.212849004,35049600
4/4/1989,0.212848932,0.2139131,0.210720577,0.2139131,25027200
4/5/1989,0.214445248,0.214977332,0.211784791,0.212848977,19641600
4/6/1989,0.21817033,0.219234516,0.213913001,0.214977187,51681600
4/7/1989,0.21817033,0.220298684,0.217106162,0.21817033,29448000
4/10/1989,0.21870251,0.222427135,0.218170426,0.218170426,28670400
4/11/1989,0.21870251,0.221362949,0.214445198,0.219234612,28728000
4/12/1989,0.204867035,0.220298829,0.20273868,0.220298829,71020800
4/13/1989,0.207528055,0.214445203,0.202206538,0.203270724,92880000
4/14/1989,0.216042101,0.218170456,0.209656434,0.209656434,62625600
4/17/1989,0.21923466,0.222959268,0.216042118,0.218170474,51638400
4/18/1989,0.226684436,0.226684436,0.22136292,0.223491274,69336000
4/19/1989,0.233601674,0.237326903,0.232005403,0.234133759,168969600
4/20/1989,0.238391057,0.240519393,0.232005371,0.234133726,138801600
4/21/1989,0.235198513,0.238391054,0.234133723,0.238391054,58190400
4/24/1989,0.234666377,0.236262648,0.232005318,0.234133672,29332800
4/25/1989,0.233069435,0.237326764,0.232005267,0.236262596,24897600
4/26/1989,0.229877025,0.234133735,0.228280754,0.234133735,44510400
4/27/1989,0.233069435,0.233601537,0.229876913,0.229876913,34588800
4/28/1989,0.237858891,0.239455162,0.228812787,0.233069478,69782400
5/1/1989,0.232537448,0.23839105,0.230941178,0.235730593,33739200
5/2/1989,0.229877025,0.234133735,0.22774867,0.233069548,34372800
5/3/1989,0.229877025,0.233069548,0.229877025,0.229877025,28857600
5/4/1989,0.223491386,0.230941242,0.222427217,0.230941242,37425600
5/5/1989,0.221362889,0.226684404,0.220298721,0.226684404,35827200
5/8/1989,0.21923466,0.222427184,0.217106305,0.221362997,49003200
5/9/1989,0.225620344,0.2277487,0.219234676,0.220298844,54590400
5/10/1989,0.229877025,0.233069548,0.226684502,0.22774867,58752000
5/11/1989,0.229877025,0.230941193,0.22774867,0.230941193,34401600
5/12/1989,0.230941251,0.234133793,0.227748727,0.232537522,71092800
5/15/1989,0.233069435,0.234133621,0.229876913,0.230408997,74736000
5/16/1989,0.239455238,0.240519406,0.232005383,0.233069552,83433600
5/17/1989,0.244244605,0.246905044,0.239987275,0.239987275,89812800
5/18/1989,0.24796927,0.249565522,0.243711939,0.243711939,52574400
5/19/1989,0.24796927,0.253290148,0.247437167,0.247437167,62568000
5/22/1989,0.252225935,0.253290122,0.24584089,0.247969244,74275200
5/23/1989,0.241051555,0.25116185,0.239455284,0.247969326,97545600
5/24/1989,0.244776815,0.244776815,0.237326958,0.23892323,69364800
5/25/1989,0.244776815,0.249033527,0.242647838,0.244776815,33840000
5/26/1989,0.250629723,0.251161807,0.245840929,0.246905097,37886400
5/30/1989,0.251161784,0.253822844,0.249033429,0.251161784,63907200
5/31/1989,0.257547528,0.259675865,0.25116184,0.25116184,80971200
6/1/1989,0.255419046,0.258611568,0.254354859,0.256483214,62798400
6/2/1989,0.24796927,0.256483292,0.24796927,0.255951208,54043200
6/5/1989,0.241583467,0.249033317,0.24051928,0.249033317,61416000
6/6/1989,0.249033421,0.249565505,0.240519381,0.241583568,53899200
6/7/1989,0.254354894,0.255419081,0.250097564,0.250097564,44928000
6/8/1989,0.254354894,0.256483249,0.253290105,0.254354894,29217600
6/9/1989,0.254354894,0.255951165,0.252225918,0.254354894,36144000
6/12/1989,0.251161784,0.256483283,0.249565513,0.254354928,51681600
6/13/1989,0.243711919,0.249033417,0.243711919,0.248501333,40564800
6/14/1989,0.245840892,0.24690506,0.240519375,0.245840892,47304000
6/15/1989,0.241583467,0.245840795,0.239455113,0.245840795,52113600
6/16/1989,0.241583467,0.242647634,0.239455113,0.241051383,47361600
6/19/1989,0.24051939,0.242647744,0.236262698,0.242647744,27158400
6/20/1989,0.232005477,0.24158369,0.232005477,0.240519503,45806400
6/21/1989,0.234133869,0.238391203,0.226684632,0.226684632,80496000
6/22/1989,0.236262664,0.236262664,0.234133689,0.235198478,36072000
6/23/1989,0.235730648,0.238391106,0.235198564,0.236262751,33537600
6/26/1989,0.233069435,0.236262596,0.230941081,0.23519841,30240000
6/27/1989,0.229344919,0.235198502,0.228812835,0.233069526,35899200
6/28/1989,0.224555492,0.229876991,0.221362951,0.229876991,57456000
6/29/1989,0.221362889,0.225088134,0.218170367,0.225088134,77198400
6/30/1989,0.225620344,0.2277487,0.218170489,0.221363013,67248000
7/3/1989,0.229877025,0.230941193,0.226152399,0.226152399,14688000
7/5/1989,0.235198513,0.236262699,0.229877014,0.232005368,26539200
7/6/1989,0.224555492,0.238391031,0.222959222,0.237326844,94780800
7/7/1989,0.227748737,0.230941261,0.224023507,0.224555591,41457600
7/10/1989,0.233601674,0.234133759,0.227748693,0.22881288,27259200
7/11/1989,0.227748737,0.23626278,0.226684568,0.233601719,43488000
7/12/1989,0.226684436,0.227748604,0.22136292,0.22562025,52156800
7/13/1989,0.225620344,0.228812886,0.223491368,0.226152429,33408000
7/14/1989,0.224555492,0.227748636,0.220298783,0.226684468,42768000
7/17/1989,0.226684436,0.227748604,0.223491274,0.224555461,31291200
7/18/1989,0.227748737,0.230941261,0.226684568,0.226684568,42984000
7/19/1989,0.230409071,0.232005341,0.226684464,0.229876987,29764800
7/20/1989,0.227748737,0.235198593,0.227748737,0.230941261,44524800
7/21/1989,0.235198513,0.240519391,0.224555514,0.225620304,99763200
7/24/1989,0.235198513,0.237326868,0.230941182,0.233069537,38361600
7/25/1989,0.221362889,0.242647653,0.219234553,0.234133634,326030400
7/26/1989,0.224555492,0.226684468,0.221362951,0.224555492,123638400
7/27/1989,0.228812888,0.229877057,0.226684533,0.228280786,45561600
7/28/1989,0.230941251,0.232005438,0.226684558,0.229877082,29217600
7/31/1989,0.233069435,0.234133621,0.228812745,0.229876913,33336000
8/1/1989,0.230941251,0.235198583,0.229877082,0.233069606,62136000
8/2/1989,0.230941251,0.233069606,0.229877082,0.229877082,28368000
8/3/1989,0.234133869,0.23519866,0.230941326,0.231473429,27590400
8/4/1989,0.242647752,0.244776728,0.232005375,0.233069543,178128000
8/7/1989,0.245840892,0.24690506,0.24264773,0.245840892,93571200
8/8/1989,0.251161784,0.252225952,0.244776719,0.244776719,110548800
8/9/1989,0.250097603,0.25541912,0.250097603,0.250629705,113774400
8/10/1989,0.249033421,0.251161776,0.247969253,0.251161776,48340800
8/11/1989,0.245840892,0.253290125,0.245840892,0.25116177,61473600
8/14/1989,0.242647752,0.245840915,0.242647752,0.245840915,68990400
8/15/1989,0.244776815,0.246905171,0.241051585,0.242647838,17856000
8/16/1989,0.237858891,0.246905014,0.236262639,0.245840846,46670400
8/17/1989,0.24051939,0.241583576,0.235198512,0.237326866,39960000
8/18/1989,0.244776815,0.245841002,0.240519483,0.240519483,24912000
8/21/1989,0.238923177,0.246373032,0.238391093,0.244776761,32097600
8/22/1989,0.24850136,0.250097613,0.238391067,0.238391067,64771200
8/23/1989,0.252225935,0.253822827,0.246905058,0.249565497,46094400
8/24/1989,0.251161784,0.25754747,0.247969261,0.254887012,92764800
8/25/1989,0.250629723,0.252225976,0.245840929,0.250097621,85147200
8/28/1989,0.251693726,0.253289995,0.24796912,0.250097456,28540800
8/29/1989,0.249033421,0.255419107,0.248501337,0.254887004,54417600
8/30/1989,0.252225935,0.253822827,0.249033413,0.250097581,40377600
8/31/1989,0.250097603,0.254354934,0.250097603,0.253290144,14198400
9/1/1989,0.254887134,0.256483405,0.250097717,0.251161904,44409600
9/5/1989,0.255419046,0.259675736,0.253822775,0.254354859,93340800
9/6/1989,0.252225935,0.255419098,0.250097581,0.254354911,42379200
9/7/1989,0.24796927,0.252225961,0.246905083,0.251161793,41904000
9/8/1989,0.251161784,0.253290139,0.245840906,0.246905074,39787200
9/11/1989,0.252758086,0.25329017,0.24903346,0.250097628,27907200
9/12/1989,0.256483287,0.25967581,0.252225956,0.253290142,67795200
9/13/1989,0.264997363,0.270318242,0.257547508,0.259675845,181022400
9/14/1989,0.271382302,0.274575464,0.264997257,0.267125612,78163200
9/15/1989,0.267125666,0.27457552,0.26606148,0.272446544,89150400
9/18/1989,0.27031821,0.27031821,0.2660615,0.2660615,39110400
9/19/1989,0.266061574,0.272446641,0.266061574,0.271382454,49204800
9/20/1989,0.276703805,0.276703805,0.264997245,0.267125599,72129600
9/21/1989,0.278832227,0.284153744,0.274575536,0.279896414,89352000
9/22/1989,0.280960619,0.280960619,0.275639741,0.278832264,43948800
9/25/1989,0.28521803,0.289474742,0.278832342,0.280960698,69940800
9/26/1989,0.286282122,0.287346291,0.28308958,0.285217935,39988800
9/27/1989,0.283621728,0.286814271,0.279896499,0.282024854,69235200
9/28/1989,0.289474726,0.289474726,0.283089659,0.283089659,41428800
9/29/1989,0.29160282,0.295860149,0.28841028,0.289474466,64324800
10/2/1989,0.296392411,0.297988664,0.289474641,0.290538809,50428800
10/3/1989,0.293731898,0.300116943,0.293199796,0.300116943,68918400
10/4/1989,0.321402341,0.322466509,0.29160293,0.293731905,260020800
10/5/1989,0.337365776,0.350137153,0.320337725,0.321402515,284760000
10/6/1989,0.33949399,0.342687152,0.333108944,0.338961888,87609600
10/9/1989,0.348008037,0.349072205,0.336301455,0.338429828,58536000
10/10/1989,0.345879674,0.353329546,0.343751337,0.351201173,68299200
10/11/1989,0.340558797,0.34268717,0.336301466,0.341622965,106401600
10/12/1989,0.334173113,0.342687153,0.333108945,0.34055878,58881600
10/13/1989,0.312888443,0.332044867,0.310759485,0.330980698,102643200
10/16/1989,0.322466612,0.324594985,0.293731999,0.301181233,253065600
10/17/1989,0.334705144,0.34694379,0.316080832,0.320337541,177206400
10/18/1989,0.342687249,0.343751418,0.334173207,0.335769478,134784000
10/19/1989,0.358650386,0.366100221,0.341622929,0.34481547,179424000
10/20/1989,0.362907648,0.363971816,0.35120107,0.357586151,93542400
10/23/1989,0.3538616,0.365036079,0.351201161,0.36077937,60912000
10/24/1989,0.344283313,0.35120108,0.335237209,0.35120108,157089600
10/25/1989,0.33949399,0.35226536,0.337365617,0.346943825,71481600
10/26/1989,0.33098042,0.341622791,0.329915631,0.335237128,135460800
10/27/1989,0.327787459,0.33204479,0.324594954,0.330980622,97041600
10/30/1989,0.338962108,0.339494211,0.331512889,0.332044955,45921600
10/31/1989,0.348008037,0.349072205,0.340558786,0.341622954,56563200
11/1/1989,0.349605024,0.353329669,0.348008168,0.348008168,74649600
11/2/1989,0.324594975,0.344283461,0.323530806,0.344283461,226051200
11/3/1989,0.333108962,0.335237298,0.324594921,0.32565909,98755200
11/6/1989,0.3288517,0.339494079,0.325659158,0.333109031,88027200
11/7/1989,0.344815463,0.350669063,0.328851589,0.329915757,131544000
11/8/1989,0.35439378,0.35971528,0.34907228,0.349604967,106488000
11/9/1989,0.356521994,0.359715156,0.351201117,0.357586198,111528000
11/10/1989,0.359715194,0.361843566,0.356522031,0.357586236,59169600
11/13/1989,0.375146508,0.375678574,0.356522152,0.359715315,178905600
11/14/1989,0.368228436,0.379935595,0.366100064,0.377806639,95241600
11/15/1989,0.37674284,0.379935967,0.367164627,0.369293586,94492800
11/16/1989,0.372485965,0.379935801,0.367164467,0.378871633,68054400
11/17/1989,0.369825691,0.375678637,0.369293588,0.373018197,31651200
11/20/1989,0.368228436,0.369293224,0.359715021,0.369293224,56937600
11/21/1989,0.375146508,0.376742779,0.368228737,0.368228737,67118400
11/22/1989,0.375678509,0.376742714,0.372486004,0.375678509,38232000
11/24/1989,0.373017937,0.378871537,0.372485871,0.378339435,17971200
11/27/1989,0.369293362,0.373550071,0.365036032,0.372485903,37281600
11/28/1989,0.370357782,0.375678662,0.367164654,0.370357782,56664000
11/29/1989,0.363971978,0.374614357,0.358650479,0.37248602,85896000
11/30/1989,0.370357782,0.371421987,0.356522235,0.357586441,111211200
12/1/1989,0.361843526,0.373550069,0.361311424,0.370889631,52070400
12/4/1989,0.367164433,0.371421763,0.35918308,0.361843556,40536000
12/5/1989,0.369293362,0.371421735,0.3661002,0.369293362,44049600
12/6/1989,0.362907648,0.370357481,0.359715108,0.368228524,57384000
12/7/1989,0.363971978,0.36716452,0.35758631,0.35758631,40348800
12/8/1989,0.360779375,0.366100253,0.35332954,0.363971916,107625600
12/11/1989,0.353329539,0.360779375,0.349072209,0.360779375,103377600
12/12/1989,0.351201087,0.356521964,0.342687086,0.356521964,93628800
12/13/1989,0.340558797,0.351201174,0.337365635,0.343751338,95788800
12/14/1989,0.33204487,0.339494123,0.33204487,0.336301581,61516800
12/15/1989,0.327787459,0.334173163,0.319273454,0.333108995,107164800
12/18/1989,0.333108962,0.336301466,0.327787426,0.328851631,78436800
12/19/1989,0.342155099,0.342687201,0.330980619,0.333108992,70473600
12/20/1989,0.352265447,0.353329616,0.343751405,0.345879742,111009600
12/21/1989,0.355457902,0.355457902,0.345879693,0.352265397,55022400
12/22/1989,0.3650361,0.367164473,0.352265387,0.355457891,54892800
12/26/1989,0.363971978,0.367696586,0.360779437,0.365568249,23817600
12/27/1989,0.367164433,0.370357559,0.362907724,0.366100228,62798400
12/28/1989,0.362907648,0.365035984,0.353329442,0.355457778,123091200
12/29/1989,0.370357782,0.375678662,0.362907942,0.363972111,77630400
1/2/1990,0.377806991,0.377806991,0.366632508,0.371421943,53035200
1/3/1990,0.379935712,0.38419242,0.376742586,0.380999916,113774400
1/4/1990,0.39111039,0.391642493,0.37780695,0.379935908,125740800
1/5/1990,0.381532192,0.391642506,0.381000126,0.389514133,69566400
1/8/1990,0.387384981,0.387384981,0.376742606,0.380999936,58982400
1/9/1990,0.386321008,0.391642509,0.384192634,0.387385177,70300800
1/10/1990,0.375678509,0.388449882,0.375146444,0.383128382,103766400
1/11/1990,0.368228436,0.3809998,0.361843393,0.377806639,95774400
1/12/1990,0.366632402,0.371421836,0.357586295,0.362375692,148910400
1/15/1990,0.366632402,0.370357631,0.362907794,0.365036131,62467200
1/16/1990,0.377806991,0.37993595,0.359715357,0.363972068,80092800
1/17/1990,0.372485965,0.385256679,0.370357592,0.374614302,97588800
1/18/1990,0.404413074,0.404413074,0.380999985,0.381532051,292363200
1/19/1990,0.40068832,0.408670255,0.398027883,0.40547713,99259200
1/22/1990,0.386321008,0.400156552,0.385256803,0.400156552,167688000
1/23/1990,0.382064074,0.38844974,0.379935702,0.387384951,139348800
1/24/1990,0.386321008,0.386321008,0.370889814,0.374614423,180345600
1/25/1990,0.386321008,0.393770846,0.385256803,0.389514135,112752000
1/26/1990,0.386321008,0.388449967,0.383128466,0.385256803,68083200
1/29/1990,0.389513969,0.39270651,0.384192471,0.389513969,55080000
1/30/1990,0.388449907,0.393770786,0.383128407,0.390578281,73108800
1/31/1990,0.393770725,0.393770725,0.388449847,0.391642388,112939200
2/1/1990,0.399092108,0.40122048,0.39377061,0.39377061,89193600
2/2/1990,0.399092108,0.406541357,0.395898983,0.395898983,71395200
2/5/1990,0.40122059,0.40122059,0.396963259,0.398560151,59731200
2/6/1990,0.400156349,0.401220517,0.392706478,0.400156349,81964800
2/7/1990,0.396963298,0.403348966,0.39589913,0.398028088,134150400
2/8/1990,0.40122059,0.404413095,0.396963259,0.398560151,95227200
2/9/1990,0.402284801,0.403348969,0.400156464,0.401220633,62380800
2/12/1990,0.403348893,0.406541434,0.400156388,0.402284725,56088000
2/13/1990,0.403348893,0.405477266,0.402284725,0.404413061,58752000
2/14/1990,0.404413074,0.405477279,0.402284738,0.405477279,35870400
2/15/1990,0.412927002,0.417184331,0.404412964,0.404412964,89496000
2/16/1990,0.417184293,0.420376833,0.416119504,0.418248461,70876800
2/20/1990,0.42676276,0.427826928,0.412927218,0.41611976,132652800
2/21/1990,0.409202546,0.425697904,0.407606275,0.420377026,103348800
2/22/1990,0.410266846,0.418248787,0.40973478,0.411863118,60811200
2/23/1990,0.415055454,0.416119622,0.406541415,0.407606204,56851200
2/26/1990,0.422505319,0.42569786,0.413991279,0.415055484,69220800
2/27/1990,0.417184293,0.423569337,0.417184293,0.423569337,62020800
2/28/1990,0.420376867,0.424633575,0.417184327,0.417184327,39312000
3/1/1990,0.425697863,0.433147698,0.419312817,0.419312817,76867200
3/2/1990,0.441661775,0.444322214,0.426230586,0.426762688,100209600
3/5/1990,0.448047638,0.450175975,0.435276262,0.440597763,75528000
3/6/1990,0.4448542,0.446983157,0.436340783,0.445918989,68630400
3/7/1990,0.43740502,0.449111601,0.43740502,0.44591906,47606400
3/8/1990,0.452304155,0.456561486,0.433147737,0.438469273,88977600
3/9/1990,0.453368217,0.459753882,0.44804734,0.451239844,75744000
3/12/1990,0.460818142,0.462946515,0.451239934,0.452304102,68875200
3/13/1990,0.452304155,0.464010737,0.452304155,0.461882364,85204800
3/14/1990,0.459221929,0.462946573,0.451239991,0.45656149,130968000
3/15/1990,0.472524822,0.475717948,0.458689902,0.459221968,81676800
3/16/1990,0.485295981,0.490616858,0.475717775,0.476781979,118900800
3/19/1990,0.49593854,0.498066876,0.481038794,0.484231957,81172800
3/20/1990,0.481038779,0.497002692,0.478910442,0.495938524,92145600
3/21/1990,0.482103109,0.491681321,0.477846399,0.480506838,69840000
3/22/1990,0.473589212,0.484232216,0.4693325,0.483167426,92419200
3/23/1990,0.469332218,0.482102968,0.464010719,0.47678209,53596800
3/26/1990,0.474653751,0.478910461,0.469864354,0.47039642,55929600
3/27/1990,0.478910476,0.481038813,0.471460603,0.473056874,52516800
3/28/1990,0.472524822,0.477846321,0.461882407,0.477846321,99532800
3/29/1990,0.47039631,0.479974517,0.468267974,0.469864244,64785600
3/30/1990,0.471460789,0.472524995,0.46507574,0.468268283,36691200
4/2/1990,0.474653751,0.478378358,0.465075541,0.467203915,74059200
4/3/1990,0.493810117,0.494874285,0.47891041,0.479974578,84643200
4/4/1990,0.498066843,0.505516715,0.491681175,0.493810133,79646400
4/5/1990,0.487424672,0.498599156,0.487424672,0.49753495,66369600
4/6/1990,0.486360073,0.490616744,0.482102744,0.488488409,72878400
4/9/1990,0.487424672,0.490617178,0.484232129,0.484232129,31176000
4/10/1990,0.502323568,0.502323568,0.487424481,0.487956547,45187200
4/11/1990,0.515095055,0.515095055,0.503388471,0.504452639,70372800
4/12/1990,0.514030755,0.519351633,0.510837628,0.518287464,48254400
4/16/1990,0.517223239,0.525737279,0.51190174,0.519351575,39470400
4/17/1990,0.527865529,0.536379568,0.508709116,0.516158986,66780000
4/18/1990,0.516158938,0.525737144,0.500195031,0.524672976,97797600
4/19/1990,0.506581008,0.521480098,0.504452635,0.510837719,58003200
4/20/1990,0.504452348,0.515094758,0.500195018,0.510837428,44661600
4/23/1990,0.502323568,0.506580899,0.487424481,0.5012594,64879200
4/24/1990,0.493810117,0.508709203,0.481038747,0.508709203,47916000
4/25/1990,0.493810117,0.500195163,0.485296077,0.49593849,53870400
4/26/1990,0.488488615,0.500195159,0.487424446,0.498066823,46296000
4/27/1990,0.478910476,0.487424517,0.473588976,0.486360349,57124800
4/30/1990,0.493810117,0.493810117,0.474653701,0.47891041,51451200
5/1/1990,0.486360073,0.500194948,0.483166912,0.500194948,52473600
5/2/1990,0.49593854,0.498066876,0.487424499,0.487424499,33264000
5/3/1990,0.502323568,0.508709235,0.495938522,0.498066858,45892800
5/4/1990,0.525737464,0.525737464,0.502323709,0.506581041,47815200
5/7/1990,0.544893622,0.561921663,0.523608836,0.527865545,97351200
5/8/1990,0.534251332,0.540636378,0.529994002,0.534251332,50824800
5/9/1990,0.534251332,0.538508005,0.527865629,0.535315501,35164800
5/10/1990,0.549150586,0.553407918,0.534251495,0.53850817,48801600
5/11/1990,0.557664454,0.561921785,0.538508036,0.553407781,49168800
5/14/1990,0.559792757,0.566178424,0.557664384,0.564050087,47232000
